ord,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,AIR_INTAKE_TEMP,SPEED,SHORT.TERM.FUEL.TRIM.BANK.1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TIMING_ADVANCE,EQUIV_RATIO
1,29.998426,31.252971,42,control1,100,95,"56,10","43,10",4,816,39,"4,73",34,,"0,80",00:45:33,"21,20",MIL is OFF0 codes,"52,90","1,00"
2,29.9983295405,31.2552721909,42,control1,100,95,"56,10","42,00",4,807,37,"4,73",34,0,"0,80",00:45:37,"21,60",MIL is OFF0 codes,"52,50","1,00"
3,29.9982330811,31.2575733818,44,control1,100,94,"56,10","50,60",4,1559,37,"11,51",32,9,"-6,20",00:45:41,"29,80",MIL is OFF0 codes,"56,90","1,00"
4,29.9981366216,31.2598745726,41,control1,100,93,"56,90","41,20",4,1692,46,"10,29",32,10,"3,10",00:45:45,"29,00",MIL is OFF0 codes,"71,80","1,00"
5,29.9980401622,31.2621757635,46,control1,100,91,"56,90","55,70",4,863,52,"7,25",32,11,"4,70",00:45:49,"25,90",MIL is OFF0 codes,"58,00","1,00"
6,29.9979437027,31.2644769544,47,control1,,90,"57,30","69,80",4,955,66,"9,2",32,8,"0,80",00:45:53,"27,50",MIL is OFF0 codes,"60,40","1,00"
7,29.9978472432,31.2667781453,49,control1,100,90,"58,00","26,30",4,777,51,"9,39",32,9,"2,30",00:45:57,"29,80",MIL is OFF0 codes,"46,30","1,00"
8,29.9977507838,31.2690793361,51,control1,100,90,"59,20","47,10",4,1549,41,,32,13,"-7,80",00:46:01,"29,40",MIL is OFF0 codes,"69,00","1,00"
9,29.9976543243,31.271380527,52,control1,100,89,"60,00","49,40",4,2106,43,"16,1",32,12,"1,60",00:46:05,"31,80",MIL is OFF0 codes,"70,60","1,00"
10,29.9975578649,31.2736817179,52,control1,100,89,"60,00","62,40",4,1080,53,"9,48",32,15,"-1,60",00:46:09,"28,20",MIL is OFF0 codes,"62,00","1,00"
11,29.9974614054,31.2759829088,53,control1,100,89,"60,40","61,20",4,1384,50,"12,41",31,20,"-3,90",00:46:13,"30,20",MIL is OFF0 codes,"65,90","1,00"
12,29.9973649459,31.2782840997,54,control1,100,89,"60,80","56,50",4,1727,37,"14,34",32,18,"-2,30",00:46:17,"31,00",MIL is OFF0 codes,"69,00","1,00"
13,29.9972684865,31.2805852905,54,control1,100,89,"60,40","61,20",4,934,54,"8,45",32,20,"3,90",00:46:21,"27,10",MIL is OFF0 codes,"60,40","1,00"
14,29.997172027,31.2828864814,54,control1,100,89,"60,00","63,50",4,1040,49,"9,5",32,23,"3,90",00:46:25,"28,20",MIL is OFF0 codes,"61,20","1,00"
15,29.9970755676,31.2851876723,53,control1,100,89,"59,60","57,30",4,1204,48,"10,11",31,28,"-0,80",00:46:29,"28,60",MIL is OFF0 codes,"63,10","1,00"
16,29.9969791081,31.2874888632,53,control1,100,89,"59,60","54,10",4,1464,20,"11,63",31,33,"4,70",00:46:33,"29,80",MIL is OFF0 codes,"67,80","1,00"
17,29.9968826486,31.2897900541,52,control1,100,89,"58,80","20,80",4,1084,21,"3,67",33,,"6,20",00:46:37,"19,20",MIL is OFF0 codes,"58,80","1,00"
18,29.9967861892,31.2920912449,46,control1,100,88,"58,40","21,60",4,1098,20,"3,81",33,34,"-0,80",00:46:41,"19,20",MIL is OFF0 codes,"56,90","1,00"
19,29.9966897297,31.2943924358,46,control1,100,85,"56,50","38,00",4,1486,31,"8,33",32,31,"4,70",00:47:06,"26,70",MIL is OFF0 codes,"71,00","1,00"
20,29.9965932703,31.2966936267,45,control1,100,85,"56,50","36,90",4,1569,27,"8,52",32,32,"0,80",00:47:10,"27,10",MIL is OFF0 codes,"72,20","1,00"
21,29.9964968108,31.2989948176,45,control1,100,84,"56,10","30,20",4,1579,28,"7,09",32,32,"-3,90",00:47:14,"25,50",MIL is OFF0 codes,"73,70","1,00"
22,29.9964003514,31.3012960084,45,control1,100,84,"56,10","31,80",4,1572,28,"7,1",32,32,"3,10",00:47:18,"25,50",MIL is OFF0 codes,"73,30","1,00"
23,29.9963038919,31.3035971993,45,control1,100,83,"55,70","32,20",4,1570,29,"7,48",32,32,"1,60",00:47:22,"25,90",,"72,90","1,00"
24,29.9962074324,31.3058983902,46,control1,100,83,"55,70","31,40",4,1589,27,"7,47",32,,"3,10",00:47:26,"25,90",,"73,30","1,00"
25,29.996110973,31.3081995811,45,control1,100,83,"55,70","32,20",4,1628,28,"7,6",32,35,"-2,30",00:47:30,"26,30",MIL is OFF0 codes,"73,70","1,00"
26,29.9960145135,31.310500772,44,control1,100,83,"55,70","22,40",4,1704,20,"4,37",32,36,"0,00",00:47:34,"22,00",MIL is OFF0 codes,"74,90","1,00"
27,29.9959180541,31.3128019628,43,control1,100,82,"55,70","20,00",4,1204,19,"3,26",33,37,"6,20",00:47:38,"19,20",MIL is OFF0 codes,"58,80","1,00"
28,29.9958215946,31.3151031537,38,control1,100,82,"55,70","20,80",4,1246,21,"3,38",33,,"16,40",00:47:42,"20,00",MIL is OFF0 codes,"60,00","1,00"
29,29.9957251351,31.3174043446,37,control1,100,82,"55,70","18,80",4,1256,20,"3,59",33,36,"23,40",00:47:46,"20,40",MIL is OFF0 codes,"60,00","1,00"
30,29.9956286757,31.3197055355,37,control1,100,82,"55,30","20,40",4,1207,20,"3,51",33,34,"11,70",00:47:50,"20,00",MIL is OFF0 codes,"59,20","1,00"
31,29.9955322162,31.3220067264,37,control1,100,81,"55,30","22,00",4,1108,35,"3,57",33,32,"5,50",00:47:54,"19,20",MIL is OFF0 codes,"56,90","1,00"
32,29.9954357568,31.3243079172,37,control1,100,81,"55,30","48,20",4,1064,43,"7,58",32,,"6,20",00:47:58,"26,30",MIL is OFF0 codes,"64,30","1,00"
33,29.9953392973,31.3266091081,36,control1,100,81,"55,30","50,20",4,1078,44,"7,71",32,33,"3,90",00:48:02,"26,70",MIL is OFF0 codes,"64,30","1,00"
34,29.9952428378,31.328910299,36,control1,100,81,"55,30","49,40",4,1092,33,"7,81",32,32,"-2,30",00:48:06,"26,70",MIL is OFF0 codes,"64,70","1,00"
35,29.9951463784,31.3312114899,38,control1,100,81,"55,30","18,00",4,1058,21,"3,08",33,28,"0,00",00:48:10,"18,40",MIL is OFF0 codes,"65,90","1,00"
36,29.9950499189,31.3335126807,39,control1,100,81,"55,30","23,50",4,924,33,"3,46",34,24,"7,80",00:48:15,"18,80",MIL is OFF0 codes,"65,90","1,00"
37,29.9949534595,31.3358138716,40,control1,100,81,"54,90","60,40",4,1212,48,"10,3",33,28,"-1,60",00:48:19,"29,00",MIL is OFF0 codes,"61,20","1,00"
38,29.994857,31.3381150625,40,control1,100,80,"55,30","58,40",4,1443,21,"12,06",32,33,"-7,80",00:48:23,"30,20",MIL is OFF0 codes,"67,50","1,00"
39,29.9947605405,31.3404162534,41,control1,100,80,"55,30","38,80",4,1097,40,"6,32",32,34,"3,10",00:48:27,"24,70",MIL is OFF0 codes,"67,10","1,00"
40,29.9946640811,31.3427174443,41,control1,100,80,"55,30","44,30",4,1146,37,"7,28",32,,"3,90",00:48:31,"25,90",MIL is OFF0 codes,"65,50","1,00"
41,29.9945676216,31.3450186351,43,control1,100,80,"55,30","44,70",4,1134,38,"7,18",32,34,"3,90",00:48:35,"25,90",MIL is OFF0 codes,"65,50","1,00"
42,29.9944711622,31.347319826,43,control1,100,80,"55,30","44,70",4,1124,39,"7,12",32,34,"-2,30",00:48:39,"25,50",MIL is OFF0 codes,"65,50","1,00"
43,29.9943747027,31.3496210169,45,control1,100,80,"55,30","41,20",4,1115,19,"6,35",33,33,"3,10",00:48:43,,MIL is OFF0 codes,"66,30","1,00"
44,29.9942782432,31.3519222078,46,control1,100,81,"55,30","19,60",4,1021,21,"2,77",33,31,"3,10",00:48:47,"18,40",MIL is OFF0 codes,"65,50","1,00"
45,29.9941817838,31.3542233986,45,control1,100,81,"55,30","43,10",4,1251,57,"7,39",33,27,"6,20",00:48:51,"26,30",MIL is OFF0 codes,"67,50","1,00"
46,29.9940853243,31.3565245895,42,control1,100,81,"55,70","69,00",4,1380,62,"14,05",32,29,,00:48:55,"31,00",MIL is OFF0 codes,"65,10","1,00"
47,29.9939888649,31.3588257804,43,control1,100,81,"56,50","76,10",4,1481,64,"16,44",32,30,"-10,20",00:48:59,"32,20",MIL is OFF0 codes,"64,70","1,00"
48,29.9938924054,31.3611269713,46,control1,100,81,"57,60","76,90",4,1484,63,"17,29",32,30,"-3,90",00:49:03,"32,50",MIL is OFF0 codes,"65,10","1,00"
49,29.9937959459,31.3634281622,49,control1,100,81,"58,40","78,00",4,1523,65,"17,1",32,,"-3,10",00:49:07,"32,50",MIL is OFF0 codes,"65,10","1,00"
50,29.9936994865,31.365729353,50,control1,100,81,"58,80","77,60",4,1561,59,"17,64",32,31,"-3,10",00:49:11,"32,50",MIL is OFF0 codes,"65,50","1,00"
51,29.993603027,31.3680305439,52,control1,100,81,"59,20","68,20",4,1540,20,"13,69",32,25,"-0,80",00:49:15,"29,80",MIL is OFF0 codes,"66,70","1,00"
52,29.9935065676,31.3703317348,54,control1,100,82,"59,20","18,80",4,1091,53,"3,25",33,19,"-2,30",00:49:19,"18,80",MIL is OFF0 codes,"59,60","1,00"
53,29.9934101081,31.3726329257,54,control1,100,82,"58,80","74,10",4,980,55,"10,73",32,27,"4,70",00:49:23,"29,80",MIL is OFF0 codes,"58,00","1,00"
54,29.9933136486,31.3749341166,54,control1,100,82,"58,80","48,60",4,1414,27,"8,62",33,31,"7,80",00:49:27,"25,90",MIL is OFF0 codes,"66,70","1,00"
55,29.9932171892,31.3772353074,51,control1,100,82,"58,40","19,60",4,1060,21,"3,17",33,34,"7,80",00:49:31,"18,80",MIL is OFF0 codes,"58,40","1,00"
56,29.9931207297,31.3795364983,50,control1,100,82,"58,00","22,70",4,1156,20,"3,58",33,37,"7,00",00:49:35,"19,60",MIL is OFF0 codes,"56,90","1,00"
57,29.9930242703,31.3818376892,46,control1,100,82,"57,30","19,20",4,1245,20,"3,54",33,39,"14,10",00:49:39,"20,40",MIL is OFF0 codes,"59,60","1,00"
58,29.9929278108,31.3841388801,45,control1,100,82,"56,90","19,20",4,1321,20,"3,73",33,39,"13,30",00:49:43,"20,80",MIL is OFF0 codes,"61,60","1,00"
59,29.9928313514,31.3864400709,43,control1,100,82,"56,50","19,20",4,1260,21,"3,54",33,33,"14,10",00:49:47,"20,40",MIL is OFF0 codes,"60,40","1,00"
60,29.9927348919,31.3887412618,42,control1,100,82,"56,10","14,10",4,996,23,"2,74",34,34,"6,20",00:50:21,"18,80",MIL is OFF0 codes,"65,50","1,00"
61,29.9926384324,31.3910424527,43,control1,100,82,"56,10","26,30",4,930,24,"3,56",34,33,"-2,30",00:50:25,"19,20",MIL is OFF0 codes,"62,70","1,00"
62,29.992541973,31.3933436436,42,control1,100,82,"55,70","26,30",4,901,25,"3,37",34,32,"1,60",00:50:29,"19,20",MIL is OFF0 codes,"60,80","1,00"
63,29.9924455135,31.3956448345,42,control1,100,82,"55,70","28,20",4,879,26,"3,41",34,32,"-3,90",00:50:33,"19,20",MIL is OFF0 codes,"61,60","1,00"
64,29.9923490541,31.3979460253,42,control1,100,82,"55,70","27,10",4,872,26,"3,55",34,,"1,60",00:50:37,"19,20",MIL is OFF0 codes,"61,60","1,00"
65,29.9922525946,31.4002472162,41,control1,100,82,"55,70","27,10",4,889,24,"3,5",35,32,"1,60",00:50:41,"19,20",MIL is OFF0 codes,"61,20","1,00"
66,29.9921561351,31.4025484071,42,control1,100,82,"55,70","28,60",4,796,75,3,33,31,"2,30",00:50:45,"19,60",MIL is OFF0 codes,"61,60","1,00"
67,29.9920596757,31.404849598,41,control1,100,82,"56,10","92,50",4,1071,53,"14,61",33,32,"-4,70",00:50:49,"32,20",MIL is OFF0 codes,"56,10","1,00"
68,29.9919632162,31.4071507889,40,control1,100,82,"56,50","63,90",4,1615,18,"15,19",32,,"-0,80",00:50:53,,MIL is OFF0 codes,"68,20","1,00"
69,29.9918667568,31.4094519797,42,control1,100,82,"56,50","18,00",4,1514,21,"3,84",33,25,"0,00",00:50:57,"21,60",MIL is OFF0 codes,"62,40","1,00"
70,29.9917702973,31.4117531706,40,control1,100,82,"56,10","33,30",4,806,33,"4,8",34,,"0,00",00:51:01,"22,00",MIL is OFF0 codes,"67,50","1,00"
71,29.9916738378,31.4140543615,39,control1,100,82,"55,30","40,80",4,788,35,"4,36",34,0,"3,10",00:51:05,"20,80",MIL is OFF0 codes,"54,10","1,00"
72,29.9915773784,31.4163555524,39,control1,100,82,"54,90","36,90",4,818,34,"4,38",34,0,"3,90",00:51:09,"20,40",MIL is OFF0 codes,"54,50","1,00"
73,29.9914809189,31.4186567432,39,control1,100,82,"54,50","37,30",4,814,32,"4,07",34,0,"3,90",00:51:13,"20,40",MIL is OFF0 codes,"57,60","1,00"
74,29.9913844595,31.4209579341,39,control1,100,82,"54,50","37,30",4,792,32,"4,1",35,0,"4,70",00:51:17,"20,40",MIL is OFF0 codes,"54,90","1,00"
75,29.991288,31.423259125,39,control1,100,82,"54,50","36,10",4,803,33,"4,26",35,0,"3,90",00:51:21,"20,40",MIL is OFF0 codes,"56,90","1,00"
76,29.9911915405,31.4255603159,39,control1,100,83,"54,50","38,00",4,781,35,"4,13",35,,"3,90",00:51:25,"20,40",MIL is OFF0 codes,"56,90","1,00"
77,29.9910950811,31.4278615068,41,control1,100,83,"54,50","40,80",4,797,24,"4,66",34,12,"-1,60",00:51:29,"21,20",MIL is OFF0 codes,"55,30","1,00"
78,29.9909986216,31.4301626976,38,control1,100,83,"54,90","18,80",4,1062,36,"4,02",33,16,"-1,60",00:51:33,"22,00",MIL is OFF0 codes,"58,40","1,00"
79,29.9909021622,31.4324638885,39,control1,100,83,"54,90","51,40",4,1356,46,"10,28",33,23,"-3,10",00:51:37,"29,00",MIL is OFF0 codes,"67,10","1,00"
80,29.9908057027,31.4347650794,40,control1,100,83,"55,30","18,80",4,1227,55,"3,51",33,26,"-2,30",00:51:41,"20,00",MIL is OFF0 codes,"65,10","1,00"
81,29.9907092432,31.4370662703,41,control1,100,83,"55,70","63,50",4,1342,33,"12,46",32,30,"-4,70",00:51:45,"30,20",MIL is OFF0 codes,"65,50","1,00"
82,29.9906127838,31.4393674611,42,control1,100,83,"56,10","16,10",4,1401,21,"3,31",33,25,"7,80",00:51:49,"20,80",MIL is OFF0 codes,"64,30","1,00"
83,29.9905163243,31.441668652,41,control1,100,83,"55,70","20,40",4,1109,44,"2,95",34,17,"2,30",00:51:53,"18,80",MIL is OFF0 codes,"58,40","1,00"
84,29.9904198649,31.4439698429,44,control1,100,84,"55,70","85,10",4,935,64,"11,55",33,23,"7,80",00:51:57,"30,60",MIL is OFF0 codes,"58,00","1,00"
85,29.9903234054,31.4462710338,45,control1,100,84,"56,50","74,10",4,1187,58,"12,86",32,27,"-1,60",00:52:01,"30,60",MIL is OFF0 codes,"60,00","1,00"
86,29.9902269459,31.4485722247,46,control1,100,84,"57,30","68,20",4,1359,55,"13,71",32,29,"-5,50",00:52:05,"31,00",MIL is OFF0 codes,"65,10","1,00"
87,29.9901304865,31.4508734155,48,control1,100,,"57,60","62,40",4,1477,53,"13,74",32,30,"-5,50",00:52:09,"31,00",MIL is OFF0 codes,"67,10","1,00"
88,29.990034027,31.4531746064,50,control1,100,84,"58,00","63,10",4,1471,55,"13,61",32,,"-4,70",00:52:13,"31,00",MIL is OFF0 codes,"67,10","1,00"
89,29.9899375676,31.4554757973,50,control1,100,84,"58,40","64,30",4,1477,40,"13,61",32,30,"-3,90",00:52:17,"31,00",MIL is OFF0 codes,"67,10","1,00"
90,29.9898411081,31.4577769882,50,control1,100,84,"58,40","44,30",4,1509,19,"9,63",32,,"0,00",00:52:21,"27,10",MIL is OFF0 codes,"69,80","1,00"
91,29.9897446486,31.4600781791,51,control1,100,84,"58,40","36,50",4,963,24,"4,04",33,29,"4,70",00:52:25,"18,40",MIL is OFF0 codes,"49,80","1,00"
92,29.9896481892,31.4623793699,49,control1,100,84,"57,60","26,30",4,899,26,"3,16",34,26,"3,90",00:52:29,"18,80",MIL is OFF0 codes,"63,10","1,00"
93,29.9895517297,31.4646805608,48,control1,100,84,"57,60","39,60",4,734,31,"4,41",34,26,"3,90",00:52:33,"20,00",MIL is OFF0 codes,"56,90","1,00"
94,29.9894552703,31.4669817517,45,control1,100,84,"57,30","36,90",4,1348,30,"7,09",33,30,"7,00",00:52:37,"25,50",MIL is OFF0 codes,"69,00","1,00"
95,29.9893588108,31.4692829426,45,control1,100,84,"56,90","33,70",4,1536,17,"7,63",33,33,"6,20",00:52:41,"25,90",MIL is OFF0 codes,"72,50","1,00"
96,29.9892623514,31.4715841334,44,control1,100,84,"56,90","18,00",4,1570,20,"4,16",33,30,"0,00",00:52:45,"22,00",MIL is OFF0 codes,"63,10","1,00"
97,29.9891658919,31.4738853243,43,control1,100,84,"56,50","18,00",4,1442,21,"4,01",33,27,"0,00",00:52:49,"21,20",MIL is OFF0 codes,"61,60","1,00"
98,29.9890694324,31.4761865152,42,control1,100,83,"56,10","19,60",4,1282,20,"3,61",33,23,"3,90",00:52:53,"20,40",MIL is OFF0 codes,"59,20","1,00"
99,29.988972973,31.4784877061,43,control1,100,83,"56,10","20,80",4,1109,30,"3,66",33,20,"6,20",00:52:57,"19,20",MIL is OFF0 codes,"56,50","1,00"
100,29.9888765135,31.480788897,44,control1,100,83,"56,10","37,60",4,1001,34,"5,38",33,20,"3,10",00:53:01,"23,10",MIL is OFF0 codes,"60,80","1,00"
101,29.9887800541,31.4830900878,44,control1,100,83,"56,10","40,40",4,964,33,"4,73",34,,"-2,30",00:53:05,"18,80",MIL is OFF0 codes,,"1,00"
102,29.9886835946,31.4853912787,43,control1,100,83,"56,10","45,10",4,1004,29,"6,6",33,9,"3,10",00:53:10,"25,90",MIL is OFF0 codes,"62,40","1,00"
103,29.9885871351,31.4876924696,44,control1,100,83,"56,10","38,00",4,782,36,"4,4",34,0,"-3,90",00:53:13,"20,40",MIL is OFF0 codes,"60,80","1,00"
104,29.9884906757,31.4899936605,44,control1,100,84,"56,10","43,50",4,790,61,"4,68",33,,"-1,60",00:53:18,"21,20",,"52,20","1,00"
105,29.9883942162,31.4922948514,45,control1,100,84,"57,30","62,70",4,1767,53,"16,79",32,9,"0,00",00:53:22,"32,20",MIL is OFF0 codes,"68,20","1,00"
106,29.9882977568,31.4945960422,48,control1,100,84,"58,00","69,00",4,1183,19,"11,82",32,17,"0,80",00:53:26,"30,20",MIL is OFF0 codes,"63,10","1,00"
107,29.9882012973,31.4968972331,48,control1,100,84,"57,60","43,10",4,831,41,"5,52",33,9,"3,10",00:53:30,"24,70",,"62,70","1,00"
108,29.9881048378,31.499198424,48,control1,100,84,"55,70","77,60",4,984,69,"14,86",32,22,"3,90",00:53:34,"32,50",,"59,60","1,00"
109,29.9880083784,31.5014996149,48,control1,100,84,"56,50","29,40",4,1336,56,"12,26",32,,"4,70",00:53:38,"31,00",MIL is OFF0 codes,"63,50","1,00"
110,29.9879119189,31.5038008057,48,control1,100,84,"56,90","62,00",4,1515,35,"13,87",32,32,"-7,00",00:53:42,"31,00",MIL is OFF0 codes,"67,10","1,00"
111,29.9878154595,31.5061019966,47,control1,100,85,"56,90","80,00",4,1083,56,"12,14",32,35,"3,10",00:53:46,"30,60",MIL is OFF0 codes,"60,00","1,00"
112,29.987719,31.5084031875,48,control1,100,85,"57,30","64,30",4,1187,49,"11,01",32,36,"0,00",00:53:50,"29,40",MIL is OFF0 codes,"63,90","1,00"
113,29.9876225405,31.5107043784,48,control1,100,85,"57,30","51,40",4,1226,18,"8,4",32,34,"4,70",00:53:54,"27,10",MIL is OFF0 codes,"65,10","1,00"
114,29.9875260811,31.5130055693,48,control1,100,85,"56,90","41,20",4,1100,40,"7,47",32,34,"0,00",00:53:58,"26,30",MIL is OFF0 codes,"68,20","1,00"
115,29.9874296216,31.5153067601,47,control1,100,85,"56,90","45,50",4,1155,38,"7,73",32,36,"6,20",00:54:02,"26,30",MIL is OFF0 codes,"65,50","1,00"
116,29.9873331622,31.517607951,45,control1,100,85,"56,90","45,50",4,1244,20,"7,96",32,37,"0,00",00:54:06,"26,70",MIL is OFF0 codes,"66,30","1,00"
117,29.9872367027,31.5199091419,45,control1,100,85,"56,90","37,30",4,1243,31,"6,62",32,38,"8,60",00:54:10,"25,10",MIL is OFF0 codes,"68,60","1,00"
118,29.9871402432,31.5222103328,46,control1,100,84,"56,50","15,30",4,1252,35,"3,14",32,38,"7,00",00:54:14,"19,60",MIL is OFF0 codes,"67,80","1,00"
119,29.9870437838,31.5245115236,45,control1,100,84,"56,50","39,60",4,1307,26,"7,71",32,40,"-0,80",00:54:18,"26,30",MIL is OFF0 codes,"68,20","1,00"
120,29.9869473243,31.5268127145,45,control1,100,84,"56,50","18,00",4,1309,19,"3,4",32,37,"12,50",00:54:22,"20,40",MIL is OFF0 codes,"60,80","1,00"
121,29.9868508649,31.5291139054,45,control1,100,83,"56,10","19,20",4,1176,20,"3,45",33,,"6,20",00:54:26,"19,60",MIL is OFF0 codes,"59,20","1,00"
122,29.9867544054,31.5314150963,44,control1,100,83,"56,10","36,10",4,836,19,4,33,31,"6,20",00:54:30,"19,20",MIL is OFF0 codes,"51,40","1,00"
123,29.9866579459,31.5337162872,43,control1,100,83,"56,10","18,00",4,1300,19,"3,5",33,24,"7,00",00:54:34,"20,40",MIL is OFF0 codes,"62,70","1,00"
124,29.9865614865,31.536017478,43,control1,100,83,"55,70","20,80",4,1160,48,"3,42",33,24,"1,60",00:54:38,"19,60",MIL is OFF0 codes,"58,40","1,00"
125,29.986465027,31.5383186689,45,control1,100,82,"55,70","53,70",4,1255,41,"9,93",33,29,"1,60",00:54:42,"28,60",MIL is OFF0 codes,"62,00","1,00"
126,29.9863685676,31.5406198598,43,control1,100,82,"55,30","49,00",4,929,45,"6,59",32,35,"-1,60",00:55:05,"25,10",MIL is OFF0 codes,"60,40","1,00"
127,29.9862721081,31.5429210507,41,control1,100,83,"55,30","49,80",4,956,32,"6,76",33,,"-2,30",00:55:09,"25,50",MIL is OFF0 codes,"60,00","1,00"
128,29.9861756486,31.5452222416,41,control1,100,83,"55,30","23,90",4,933,27,"1,98",33,31,"0,80",00:55:13,"17,60",MIL is OFF0 codes,"56,10","1,00"
129,29.9860791892,31.5475234324,40,control1,100,83,"54,90","47,50",4,1189,53,"11,04",32,34,"-3,10",00:55:17,"30,60",MIL is OFF0 codes,"63,50","1,00"
130,29.9859827297,31.5498246233,40,control1,100,83,"55,30","62,70",4,1778,53,"16,6",32,41,"-7,80",00:55:21,"32,20",MIL is OFF0 codes,"68,60","1,00"
131,29.9858862703,31.5521258142,37,control1,100,82,"56,10","61,20",4,2078,21,"19,28",32,,"0,00",00:55:25,"32,90",MIL is OFF0 codes,"69,00","1,00"
132,29.9857898108,31.5544270051,38,control1,100,82,"56,10","21,20",4,1135,39,"3,34",33,39,"3,10",00:55:29,"18,80",MIL is OFF0 codes,"57,60","1,00"
133,29.9856933514,31.5567281959,38,control1,100,82,"56,10","45,50",4,1096,22,"7,05",33,38,"7,80",00:55:33,"25,90",MIL is OFF0 codes,"65,10","1,00"
134,29.9855968919,31.5590293868,38,control1,100,82,"56,10","18,80",4,1025,30,"2,94",33,37,"7,80",00:55:37,"18,80",MIL is OFF0 codes,"62,40","1,00"
135,29.9855004324,31.5613305777,37,control1,100,82,"56,10","46,30",4,1185,38,"8,25",32,36,"0,00",00:55:41,"27,10",MIL is OFF0 codes,"65,90","1,00"
136,29.985403973,31.5636317686,34,control1,100,83,"56,10","46,30",4,1199,39,"8,38",32,36,"4,70",00:55:45,"26,70",MIL is OFF0 codes,"65,90","1,00"
137,29.9853075135,31.5659329595,35,control1,100,83,"56,10","40,80",4,1229,18,"7,09",32,35,"1,60",00:55:49,"25,50",MIL is OFF0 codes,"67,10","1,00"
138,29.9852110541,31.5682341503,34,control1,100,83,"55,70","20,40",4,1137,31,"3,23",33,32,"3,10",00:55:53,"18,80",MIL is OFF0 codes,"60,80","1,00"
139,29.9851145946,31.5705353412,36,control1,100,83,"55,30","19,20",4,1540,28,"4,03",33,29,"10,90",00:55:57,"21,60",MIL is OFF0 codes,"62,00","1,00"
140,29.9850181351,31.5728365321,35,control1,100,82,"54,90","40,40",4,1431,34,"8,37",32,31,"7,00",00:56:01,"26,70",MIL is OFF0 codes,"70,60","1,00"
141,29.9849216757,31.575137723,34,control1,100,82,"55,30","41,60",4,1543,23,"9,46",32,32,"-3,90",00:56:05,"27,80",MIL is OFF0 codes,"71,00","1,00"
142,29.9848252162,31.5774389139,35,control1,100,82,"55,30","41,20",4,1074,51,"7,24",32,34,"1,60",00:56:09,"25,90",MIL is OFF0 codes,"67,80","1,00"
