ord,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,AIR_INTAKE_TEMP,SPEED,SHORT.TERM.FUEL.TRIM.BANK.1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TIMING_ADVANCE,EQUIV_RATIO
436,29.9564661351,32.2539890321,46,control1,100,93,"54,50","38,00",4,796,44,"5,32",36,0,"0,80",01:19:48,"27,10",MIL is OFF0 codes,,
437,29.9563696757,32.256290223,46,control1,100,92,"54,50","73,30",4,843,35,"2,8",36,0,"0,80",01:19:52,"17,60",MIL is OFF0 codes,,
438,29.9562732162,32.2585914139,46,control1,100,91,"54,50","36,10",4,794,34,"4,29",37,0,"0,80",01:19:56,"20,40",MIL is OFF0 codes,,
439,29.9561767568,32.2608926047,46,control1,100,91,"54,50","37,60",4,798,59,"4,42",36,6,"2,30",01:20:00,"20,40",MIL is OFF0 codes,,
440,29.9560802973,32.2631937956,43,control1,100,90,"55,30","56,50",4,1538,54,"4,58",35,,"5,50",01:20:04,"20,40",MIL is OFF0 codes,,
441,29.9559838378,32.2654949865,41,control1,100,90,"55,70","59,60",4,1594,52,"11,21",34,23,"4,70",01:20:08,"21,20",MIL is OFF0 codes,,
442,29.9558873784,32.2677961774,40,control1,100,91,"55,70","35,70",4,964,22,"4,76",36,37,"4,70",01:20:23,"21,60",MIL is OFF0 codes,,
443,29.9557909189,32.2700973682,37,control1,100,91,"55,70","20,80",4,1007,22,"3,01",36,38,"4,70",01:20:27,"18,80",MIL is OFF0 codes,,
444,29.9556944595,32.2723985591,36,control1,100,91,"55,30","32,20",4,714,21,"4,4",36,39,"-0,80",01:20:31,"22,70",MIL is OFF0 codes,,
445,29.955598,32.27469975,34,control1,100,91,"54,90","20,80",4,1912,21,"5,92",35,39,"0,00",01:20:35,"24,30",MIL is OFF0 codes,,
446,29.9555015405,32.2770009409,32,control1,100,91,"54,50","20,80",4,1944,21,"6,03",35,39,"0,00",01:20:39,"24,30",MIL is OFF0 codes,,
447,29.9554050811,32.2793021318,33,control1,100,90,"54,50","20,80",4,1906,20,"5,99",35,36,"0,00",01:20:43,"23,90",MIL is OFF0 codes,,
448,29.9553086216,32.2816033226,35,control1,100,90,"54,10","20,80",4,1730,22,"5,55",35,33,"10,20",01:20:47,"23,50",MIL is OFF0 codes,,
449,29.9552121622,32.2839045135,36,control1,100,90,"54,10","32,90",4,1633,29,"8,08",35,33,"4,70",01:20:51,"26,70",MIL is OFF0 codes,,
450,29.9551157027,32.2862057044,37,control1,100,89,"54,50","36,90",4,1635,42,"8,69",34,,"-2,30",01:20:55,"27,10",MIL is OFF0 codes,,
451,29.9550192432,32.2885068953,38,control1,100,89,"54,50","49,00",4,1120,42,"7,86",34,33,"0,00",01:20:59,"26,70",MIL is OFF0 codes,,
452,29.9549227838,32.2908080861,36,control1,100,89,"54,50","49,40",4,1142,42,"8,52",34,35,"-0,80",01:21:03,"27,10",MIL is OFF0 codes,,
453,29.9548263243,32.293109277,37,control1,100,89,"54,50","49,80",4,1158,41,"8,41",34,34,"-0,80",01:21:07,"26,70",MIL is OFF0 codes,,
454,29.9547298649,32.2954104679,37,control1,100,89,"54,90","49,40",4,1153,39,"7,74",35,,"0,80",01:21:11,"26,30",MIL is OFF0 codes,,
455,29.9546334054,32.2977116588,38,control1,100,90,"54,90","44,30",4,1151,38,"7,33",35,34,"3,10",01:21:15,"25,90",MIL is OFF0 codes,,
456,29.9545369459,32.3000128497,37,control1,100,89,"54,90","43,50",4,1149,40,"7,32",35,35,"3,90",01:21:19,"25,90",MIL is OFF0 codes,,
457,29.9544404865,32.3023140405,36,control1,100,90,"54,90","47,80",4,1166,42,"8,07",35,,"-1,60",01:21:23,"26,70",MIL is OFF0 codes,,
458,29.954344027,32.3046152314,36,control1,100,89,"54,90","48,20",4,1187,39,"8,2",35,35,"3,90",01:21:27,"26,70",MIL is OFF0 codes,,
459,29.9542475676,32.3069164223,35,control1,100,90,"54,90","42,40",4,1202,36,"7,28",,36,"3,90",01:21:32,"25,90",MIL is OFF0 codes,"66,70","1,00"
460,29.9541511081,32.3092176132,33,control1,100,90,"54,90","43,10",4,1188,36,"7,36",35,,"-0,80",01:21:36,"25,90",MIL is OFF0 codes,"66,30","1,00"
461,29.9540546486,32.3115188041,34,control1,100,90,"54,90","43,10",4,1169,36,"7,3",35,35,"3,90",01:21:40,"25,90",MIL is OFF0 codes,"65,90","1,00"
462,29.9539581892,32.3138199949,35,control1,100,89,"54,90","40,80",4,1167,35,"6,76",35,36,"3,90",01:21:44,"25,10",MIL is OFF0 codes,"66,30","1,00"
463,29.9538617297,32.3161211858,36,control1,100,89,"54,90","39,60",4,1188,32,"6,79",35,36,"4,70",01:21:48,"25,10",MIL is OFF0 codes,"66,70","1,00"
464,29.9537652703,32.3184223767,35,control1,100,89,"54,90","28,20",4,1207,35,"2,79",35,35,"-2,30",01:21:52,"18,00",MIL is OFF0 codes,,
465,29.9536688108,32.3207235676,35,control1,100,89,"54,90","39,60",4,1183,34,"6,89",35,35,"-0,80",01:21:56,"25,10",MIL is OFF0 codes,,
466,29.9535723514,32.3230247584,34,control1,100,89,"54,90","39,60",4,1167,35,"6,62",35,34,"-3,90",01:22:00,"25,10",MIL is OFF0 codes,,
467,29.9534758919,32.3253259493,35,control1,100,89,"54,90","12,20",4,1121,22,"2,85",36,31,"-10,90",01:22:04,"18,40",MIL is OFF0 codes,,
468,29.9533794324,32.3276271402,34,control1,100,89,"54,90","20,40",4,1019,22,"2,96",37,29,"2,30",01:22:08,"18,80",MIL is OFF0 codes,,
469,29.953282973,32.3299283311,32,control1,100,89,"54,50","22,70",4,966,21,"3,01",37,28,"3,90",01:22:12,"18,80",,,
470,29.9531865135,32.332229522,31,control1,100,89,"54,50","21,60",4,943,24,"2,88",38,27,"4,70",01:22:16,"18,40",MIL is OFF0 codes,,
471,29.9530900541,32.3345307128,33,control1,100,89,"54,50","25,90",4,895,26,"3,16",38,26,"-1,60",01:22:20,"19,20",,,
472,29.9529935946,32.3368319037,33,control1,100,89,"54,50","34,10",4,754,40,"4,15",37,25,"3,10",01:22:24,"20,40",,,
473,29.9528971351,32.3391330946,34,control1,100,88,"54,50","45,50",4,1281,38,"8,36",36,,"-0,80",01:22:28,"27,10",MIL is OFF0 codes,,
474,29.9528006757,32.3414342855,35,control1,100,88,"54,50","44,30",4,1381,38,"8,68",35,29,"-6,20",01:22:32,"27,50",MIL is OFF0 codes,,
475,29.9527042162,32.3437354764,35,control1,100,88,"54,50","42,70",4,1449,36,"9,08",35,31,"-0,80",01:22:36,"27,50",MIL is OFF0 codes,,
476,29.9526077568,32.3460366672,33,control1,100,88,"54,90","43,50",4,1530,41,"9,71",35,,"0,00",01:22:40,"28,20",MIL is OFF0 codes,,
477,29.9525112973,32.3483378581,34,control1,100,88,"54,90","51,80",4,1031,47,"7,64",35,32,"3,90",01:22:44,"26,30",MIL is OFF0 codes,,
478,29.9524148378,32.350639049,34,control1,100,89,"54,90","52,50",4,1070,44,"8,2",35,33,"-1,60",01:22:48,"26,70",MIL is OFF0 codes,,
479,29.9523183784,32.3529402399,35,control1,100,89,"54,90","52,90",4,1119,43,"8,33",35,34,"3,90",01:22:52,"27,10",MIL is OFF0 codes,,
480,29.9522219189,32.3552414307,35,control1,100,89,"54,90","48,20",4,1164,39,"8,13",35,36,"-2,30",01:22:56,"26,70",MIL is OFF0 codes,,
481,29.9521254595,32.3575426216,36,control1,100,89,"54,90","44,70",4,1189,39,"7,86",35,36,"3,90",01:23:00,"26,30",MIL is OFF0 codes,,
482,29.952029,32.3598438125,35,control1,100,89,"54,90","45,50",4,1219,37,"7,85",35,37,"-1,60",01:23:04,"26,70",MIL is OFF0 codes,,
483,29.9519325405,32.3621450034,34,control1,100,89,"54,90","37,30",4,1231,33,"6,71",36,35,"-6,20",01:23:08,"24,30",MIL is OFF0 codes,,
484,29.9518360811,32.3644461943,35,control1,100,89,"54,90","41,20",4,1154,35,"6,86",36,34,"4,70",01:23:12,"25,10",MIL is OFF0 codes,,
485,29.9517396216,32.3667473851,34,control1,100,89,"54,90","42,00",4,1142,35,"6,8",36,,"-1,60",01:23:16,"25,10",MIL is OFF0 codes,,
486,29.9516431622,32.369048576,34,control1,100,89,"54,90","42,40",4,1142,36,"6,63",36,34,"3,90",01:23:20,"25,10",MIL is OFF0 codes,,
487,29.9515467027,32.3713497669,34,control1,100,89,"54,90","41,60",4,1142,35,"6,76",36,34,"-1,60",01:23:24,"25,10",MIL is OFF0 codes,,
488,29.9514502432,32.3736509578,35,control1,100,89,"54,90","40,80",4,1149,36,"6,75",36,35,"-1,60",01:23:29,"25,10",MIL is OFF0 codes,,
489,29.9513537838,32.3759521486,35,control1,100,88,"54,90","40,40",4,1153,34,"6,91",36,34,"3,10",01:23:33,"25,10",MIL is OFF0 codes,,
490,29.9512573243,32.3782533395,37,control1,100,88,"54,90","40,40",4,1150,34,"6,67",36,34,"3,10",01:23:37,"24,70",MIL is OFF0 codes,,
491,29.9511608649,32.3805545304,37,control1,100,88,"54,90","40,80",4,1128,36,"6,51",36,33,"-2,30",01:23:41,"24,70",MIL is OFF0 codes,,
492,29.9510644054,32.3828557213,37,control1,100,88,"54,90","41,20",4,1116,36,"6,65",36,,"3,90",01:23:45,"24,70",MIL is OFF0 codes,,
493,29.9509679459,32.3851569122,37,control1,100,88,"54,90","42,40",4,1117,34,"6,67",36,31,"3,90",01:23:49,"20,80",MIL is OFF0 codes,,
494,29.9508714865,32.387458103,38,control1,100,88,"54,90","38,80",4,1555,36,9,36,,"-2,30",01:23:53,"27,50",MIL is OFF0 codes,,
495,29.950775027,32.3897592939,39,control1,100,88,"54,90","42,70",4,1558,38,"9,92",36,32,"4,70",01:23:57,"28,20",MIL is OFF0 codes,,
496,29.9506785676,32.3920604848,39,control1,100,88,"54,90","45,10",4,1529,40,"10,27",35,31,"0,00",01:24:01,"28,60",MIL is OFF0 codes,,
497,29.9505821081,32.3943616757,39,control1,100,88,"54,90","46,70",4,1517,39,"10,06",35,30,,01:24:05,"28,60",MIL is OFF0 codes,,
498,29.9504856486,32.3966628666,40,control1,100,88,"55,30","45,90",4,1498,31,"10,05",35,,"-0,80",01:24:09,"28,60",MIL is OFF0 codes,,
499,29.9503891892,32.3989640574,42,control1,100,88,"55,30","22,00",4,1462,19,"3,28",36,30,"-0,80",01:24:13,,MIL is OFF0 codes,,
500,29.9502927297,32.4012652483,43,control1,100,88,"54,90","18,80",4,1229,31,"3,43",36,23,"12,50",01:24:17,"20,00",MIL is OFF0 codes,,
501,29.9501962703,32.4035664392,42,control1,100,88,"54,90","36,90",4,1113,31,"5,83",36,23,"4,70",01:24:21,"23,90",MIL is OFF0 codes,,
502,29.9500998108,32.4058676301,42,control1,100,88,"54,90","36,50",4,1143,20,"5,99",36,21,"-1,60",01:24:25,"23,90",MIL is OFF0 codes,,
503,29.9500033514,32.4081688209,42,control1,100,88,"54,50","20,80",4,988,25,,37,,"3,10",01:24:29,"20,40",MIL is OFF0 codes,,
504,29.9499068919,32.4104700118,42,control1,100,88,"54,50","30,60",4,829,40,"3,38",38,15,"-1,60",01:24:33,"19,60",MIL is OFF0 codes,,
505,29.9498104324,32.4127712027,42,control1,100,89,"54,50","65,10",4,725,20,"6,78",38,11,"-1,60",01:24:37,"25,50",MIL is OFF0 codes,,
506,29.949713973,32.4150723936,43,control1,100,89,"54,50","31,40",4,842,47,"3,5",38,8,"-1,60",01:24:41,"19,20",MIL is OFF0 codes,,
507,29.9496175135,32.4173735845,43,control1,100,89,"54,50","60,00",4,736,31,"6,04",38,7,"-0,80",01:24:45,"24,70",MIL is OFF0 codes,,
508,29.9495210541,32.4196747753,45,control1,100,89,"54,50","54,90",4,886,54,"10,97",37,12,"6,20",01:24:49,"30,60",MIL is OFF0 codes,,
509,29.9494245946,32.4219759662,45,control1,100,90,"55,30","55,30",4,1195,27,"9,1",36,,"-3,90",01:24:53,"27,50",MIL is OFF0 codes,,
510,29.9493281351,32.4242771571,44,control1,100,90,"55,30","30,20",4,1130,35,"4,91",36,14,"-3,90",01:24:58,"22,70",MIL is OFF0 codes,,
511,29.9492316757,32.426578348,36,control1,100,90,"54,90","39,60",4,1780,22,"9,62",36,24,"3,10",01:25:02,"25,10",MIL is OFF0 codes,,
512,29.9491352162,32.4288795389,38,control1,100,91,"53,30","48,20",4,1030,41,"6,94",36,20,"7,00",01:25:27,"25,50",MIL is OFF0 codes,"62,70","1,00"
513,29.9490387568,32.4311807297,37,control1,100,91,"53,70","44,30",4,1002,42,"6,34",36,19,"3,90",01:25:31,"24,70",MIL is OFF0 codes,,
514,29.9489422973,32.4334819206,38,control1,100,91,"53,70","52,90",4,932,46,"7,08",36,,"-2,30",01:25:35,"25,90",MIL is OFF0 codes,,
515,29.9488458378,32.4357831115,38,control1,100,91,"53,70","49,40",4,928,46,"6,52",36,18,"-2,30",01:25:39,"25,10",MIL is OFF0 codes,,
516,29.9487493784,32.4380843024,39,control1,100,91,"53,70","51,40",4,908,46,"6,78",36,19,"3,10",01:25:43,"25,50",MIL is OFF0 codes,,
517,29.9486529189,32.4403854932,39,control1,100,91,"54,10","52,20",4,950,47,"7,23",36,21,"-2,30",01:25:47,"26,30",MIL is OFF0 codes,,
518,29.9485564595,32.4426866841,41,control1,100,91,"54,10","56,10",4,1043,47,"8,11",36,22,"-4,70",01:25:51,"27,10",MIL is OFF0 codes,,
519,29.94846,32.444987875,41,control1,100,91,"54,10","52,50",4,1126,39,"8,21",35,23,"0,00",01:25:55,"26,70",MIL is OFF0 codes,,
520,29.9483635405,32.4472890659,42,control1,100,91,"54,10","12,50",4,1086,26,"2,37",37,18,"-2,30",01:25:59,"18,40",MIL is OFF0 codes,,
521,29.9482670811,32.4495902568,41,control1,100,91,"54,10","31,40",4,812,47,"3,55",37,16,"1,60",01:26:03,"18,80",,,
522,29.9481706216,32.4518914476,42,control1,100,91,"53,70","55,30",4,879,44,"6,6",37,20,"4,70",01:26:07,"25,50",,,
523,29.9480741622,32.4541926385,43,control1,100,91,"53,70","50,20",4,1004,19,"7,17",37,20,"0,00",01:26:11,"25,10",,,
524,29.9479777027,32.4564938294,41,control1,100,91,"53,70","18,80",4,962,27,"2,78",38,17,"-2,30",01:26:15,"18,40",MIL is OFF0 codes,,
525,29.9478812432,32.4587950203,42,control1,100,90,"53,70","48,60",4,937,47,"6,94",37,21,"3,90",01:26:19,"25,90",MIL is OFF0 codes,,
526,29.9477847838,32.4610962111,42,control1,100,90,"53,70","47,80",4,1131,19,"8,29",36,25,"4,70",01:26:23,"26,70",MIL is OFF0 codes,,
527,29.9476883243,32.463397402,40,control1,100,90,"53,70","20,40",4,1206,19,"3,22",37,,"9,40",01:26:27,"19,20",MIL is OFF0 codes,,
528,29.9475918649,32.4656985929,38,control1,100,90,"53,70","20,80",4,1143,21,"3,41",38,22,"-6,20",01:26:31,"19,20",MIL is OFF0 codes,,
529,29.9474954054,32.4679997838,35,control1,100,90,"54,10","20,80",4,1070,20,"2,85",38,21,"3,10",01:26:35,"18,80",MIL is OFF0 codes,,
530,29.9473989459,32.4703009747,36,control1,100,90,"54,10","57,30",4,1078,28,"8,68",36,26,"3,90",01:26:39,"27,50",MIL is OFF0 codes,,
531,29.9473024865,32.4726021655,37,control1,100,89,"54,10","18,00",4,1248,21,"3,41",37,21,"12,50",01:26:43,"19,60",MIL is OFF0 codes,,
532,29.947206027,32.4749033564,34,control1,100,89,"54,10","27,80",4,827,50,"3,35",37,18,"4,70",01:26:47,"19,60",MIL is OFF0 codes,,
533,29.9471095676,32.4772045473,37,control1,100,89,"53,70","70,60",4,980,58,"10,08",36,24,"3,10",01:26:51,"29,40",MIL is OFF0 codes,,
534,29.9470131081,32.4795057382,41,control1,100,88,"54,90","72,50",4,1178,58,"12,4",35,36,"-10,20",01:27:26,"30,20",MIL is OFF0 codes,,
535,29.9469166486,32.4818069291,43,control1,100,86,"54,50","54,10",4,1314,52,"10,28",35,28,"7,00",01:27:54,"29,00",,,
536,29.9468201892,32.4841081199,42,control1,100,86,"54,90","59,60",4,1451,50,"12,79",35,33,"-3,90",01:27:58,"30,60",MIL is OFF0 codes,,
537,29.9467237297,32.4864093108,42,control1,100,86,"55,30","60,80",4,1626,48,"14,32",34,34,"-8,60",01:28:02,"31,00",,,
538,29.9466272703,32.4887105017,43,control1,100,85,"55,70","56,90",4,1691,50,"14,33",34,34,"-3,10",01:28:06,"31,00",,,
539,29.9465308108,32.4910116926,44,control1,100,85,"56,10","58,80",4,1683,50,"14,43",34,,"-3,10",01:28:10,"31,40",MIL is OFF0 codes,,
540,29.9464343514,32.4933128834,47,control1,100,85,"56,50","62,40",4,1625,52,15,34,33,"0,00",01:28:14,"31,40",MIL is OFF0 codes,,
541,29.9463378919,32.4956140743,48,control1,100,85,"56,50","59,20",4,1613,42,"13,76",34,33,"-3,10",01:28:18,"31,00",MIL is OFF0 codes,,
542,29.9462414324,32.4979152652,50,control1,100,85,"56,90","25,10",4,1606,20,"3,96",34,29,"0,00",01:28:22,"20,80",MIL is OFF0 codes,,
543,29.946144973,32.5002164561,48,control1,100,85,"56,50","17,30",4,1457,23,"4,01",35,33,"1,60",01:28:26,"21,60",MIL is OFF0 codes,,
544,29.9460485135,32.502517647,46,control1,100,85,"55,70","23,50",4,1135,20,"3,8",35,38,"6,20",01:28:30,"19,20",MIL is OFF0 codes,,
545,29.9459520541,32.5048188378,42,control1,100,85,"55,30","18,80",4,1317,33,"3,57",35,41,"20,30",01:28:34,"20,80",MIL is OFF0 codes,,
546,29.9458555946,32.5071200287,39,control1,100,85,"54,90","35,30",4,1410,33,"7,33",35,40,"12,50",01:28:38,"25,90",MIL is OFF0 codes,,
547,29.9457591351,32.5094212196,37,control1,100,85,"53,70","43,90",4,1296,31,"8,03",34,32,"7,80",01:28:42,"26,30",MIL is OFF0 codes,,
548,29.9456626757,32.5117224105,37,control1,100,85,"52,90","47,10",4,1459,20,"9,62",35,29,"-6,20",01:28:46,"28,20",MIL is OFF0 codes,,
549,29.9455662162,32.5140236014,38,control1,100,85,"52,50","17,60",4,1450,45,"4,8",34,32,"18,80",01:28:50,"24,30",MIL is OFF0 codes,,
550,29.9454697568,32.5163247922,37,control1,100,84,"52,90","50,60",4,1661,41,"12,36",34,36,"7,00",01:28:54,"30,20",MIL is OFF0 codes,,
551,29.9453732973,32.5186259831,35,control1,100,84,"53,30","46,70",4,1793,39,"12,41",34,37,"-3,90",01:28:58,"30,20",MIL is OFF0 codes,,
552,29.9452768378,32.520927174,35,control1,100,84,"53,70","96,10",4,1046,46,"13,86",34,37,"-7,80",01:29:27,"32,20",MIL is OFF0 codes,,
553,29.9451803784,32.5232283649,35,control1,100,84,"54,10","35,70",4,1222,36,"6,43",34,35,"0,00",01:29:39,"24,30",MIL is OFF0 codes,"68,20","1,00"
554,29.9450839189,32.5255295557,36,control1,100,84,"54,10","45,10",4,1183,39,"7,61",34,34,"3,90",01:29:43,"26,30",MIL is OFF0 codes,,
555,29.9449874595,32.5278307466,37,control1,100,84,"54,10","45,90",4,1125,43,"7,5",34,32,"3,10",01:29:47,"26,30",MIL is OFF0 codes,,
556,29.944891,32.5301319375,36,control1,100,84,"54,10","52,20",4,1065,46,"8,17",34,30,"-2,30",01:29:51,"26,70",MIL is OFF0 codes,,
557,29.9447945405,32.5324331284,35,control1,100,84,"54,50","59,60",4,1015,45,"8,61",34,26,"0,80",01:29:55,"27,10",MIL is OFF0 codes,,
558,29.9446980811,32.5347343193,36,control1,100,84,"54,50","56,50",4,1282,56,"13,06",34,27,"-3,90",01:29:59,"31,00",MIL is OFF0 codes,,
559,29.9446016216,32.5370355101,36,control1,100,84,"55,30","66,30",4,1331,56,"12,85",33,28,"-7,00",01:30:03,"30,60",MIL is OFF0 codes,,
560,29.9445051622,32.539336701,39,control1,100,84,"55,70","64,70",4,1376,56,"13,01",33,29,"-5,50",01:30:07,"30,60",,,
561,29.9444087027,32.5416378919,41,control1,100,84,"56,50","64,70",4,1457,53,"10,35",33,28,"1,60",01:30:11,"23,10",,,
562,29.9443122432,32.5439390828,40,control1,100,84,"56,10","60,80",4,931,50,"8,09",33,29,"6,20",01:30:15,"26,70",,,
563,29.9442157838,32.5462402736,40,control1,100,84,"56,10","59,60",4,1005,41,"8,39",33,31,"7,00",01:30:19,"26,70",,,
564,29.9441193243,32.5485414645,40,control1,100,85,"55,70","43,50",4,1097,20,"6,3",34,31,"2,30",01:30:23,"23,90",MIL is OFF0 codes,,
565,29.9440228649,32.5508426554,40,control1,100,85,"55,30","21,20",4,1023,32,"2,88",35,30,"2,30",01:30:27,"18,80",MIL is OFF0 codes,,
566,29.9439264054,32.5531438463,37,control1,100,85,"55,30","34,90",4,990,34,"5,2",35,,"0,00",01:30:31,"22,40",MIL is OFF0 codes,,
567,29.9438299459,32.5554450372,39,control1,100,85,"55,30","38,40",4,968,41,"5,25",35,28,"-2,30",01:30:35,"22,40",MIL is OFF0 codes,,
568,29.9437334865,32.557746228,37,control1,100,86,"54,90","51,40",4,950,47,"6,93",34,29,"3,90",01:30:39,"25,90",MIL is OFF0 codes,,
569,29.943637027,32.5600474189,37,control1,100,86,"55,30","55,70",4,990,49,"8,14",34,30,"4,70",01:30:43,"26,70",MIL is OFF0 codes,,
570,29.9435405676,32.5623486098,37,control1,100,86,"55,30","51,00",4,997,39,"6,51",34,26,"4,70",01:30:47,"24,30",MIL is OFF0 codes,,
571,29.9434441081,32.5646498007,38,control1,100,86,"54,90","15,70",4,1273,20,"4,33",35,20,"7,80",01:30:51,"20,80",MIL is OFF0 codes,,
572,29.9433476486,32.5669509916,40,control1,100,86,"54,90","28,20",4,958,48,"4,78",34,19,"7,80",01:30:55,"23,90",MIL is OFF0 codes,,
573,29.9432511892,32.5692521824,39,control1,100,87,"54,90","72,50",4,954,58,"10,38",34,24,"-1,60",01:30:59,"29,40",MIL is OFF0 codes,,
574,29.9431547297,32.5715533733,38,control1,100,87,"55,30","66,70",4,1250,50,"12,17",33,28,"0,00",01:31:03,"30,20",MIL is OFF0 codes,,
575,29.9430582703,32.5738545642,40,control1,100,87,"55,70","59,60",4,1423,50,"12,57",33,,"0,00",01:31:07,"30,20",MIL is OFF0 codes,,
576,29.9429618108,32.5761557551,43,control1,100,87,"56,10","44,30",4,1458,41,"9,38",33,29,"1,60",01:31:11,,MIL is OFF0 codes,,
577,29.9428653514,32.5784569459,46,control1,100,88,"56,10","54,50",4,1381,19,"11,13",33,29,"-1,60",01:31:15,"29,40",MIL is OFF0 codes,,
578,29.9427688919,32.5807581368,48,control1,100,88,"56,10","18,00",4,1254,21,"3,28",34,26,"11,70",01:31:19,"20,00",MIL is OFF0 codes,,
579,29.9426724324,32.5830593277,49,control1,100,88,"56,10","22,40",4,923,47,"3,24",35,20,"-0,80",01:31:24,"19,60",MIL is OFF0 codes,,
580,29.942575973,32.5853605186,50,control1,100,88,"55,70","52,50",4,897,43,"6,69",34,21,"-0,80",01:31:27,"25,50",MIL is OFF0 codes,,
581,29.9424795135,32.5876617095,48,control1,100,89,"55,70","49,40",4,1103,38,"7,86",33,25,"-1,60",01:31:31,"26,70",MIL is OFF0 codes,,
582,29.9423830541,32.5899629003,48,control1,100,89,"55,70","15,70",4,1273,20,"3,28",34,,"8,60",01:31:35,"19,60",MIL is OFF0 codes,,
583,29.9422865946,32.5922640912,46,control1,100,89,"55,30","18,40",4,1255,19,"3,44",34,26,"18,80",01:31:40,"20,40",MIL is OFF0 codes,,
584,29.9421901351,32.5945652821,44,control1,100,89,"54,90","19,60",4,1346,20,"3,56",34,26,"18,80",01:31:44,"20,80",MIL is OFF0 codes,,
585,29.9420936757,32.596866473,42,control1,100,89,"54,90","18,80",4,1274,29,"3,55",34,21,"18,00",01:31:47,,MIL is OFF0 codes,,
586,29.9419972162,32.5991676639,42,control1,100,89,"54,10","36,50",4,785,35,"3,99",35,12,"2,30",01:31:52,"20,00",MIL is OFF0 codes,,
587,29.9419007568,32.6014688547,40,control1,100,89,"52,50","43,90",4,789,69,"4,77",35,12,"2,30",01:31:56,"21,20",MIL is OFF0 codes,,
588,29.9418042973,32.6037700456,40,control1,100,89,"52,20","83,90",4,1150,23,"13,4",33,,"-5,50",01:32:00,"31,40",MIL is OFF0 codes,,
589,29.9417078378,32.6060712365,42,control1,100,90,"53,30","16,90",4,1049,50,"2,86",34,,"1,60",01:32:04,"17,60",MIL is OFF0 codes,,
590,29.9416113784,32.6083724274,40,control1,100,90,"52,90","37,30",4,781,33,"4,57",35,15,"5,50",01:32:08,"23,10",MIL is OFF0 codes,,
591,29.9415149189,32.6106736182,40,control1,100,90,"52,50","41,60",4,780,18,"4,7",35,16,"-1,60",01:32:12,"21,60",MIL is OFF0 codes,,
592,29.9414184595,32.6129748091,40,control1,100,90,"50,60","19,60",4,1174,26,"3,29",35,10,"2,30",01:32:16,"19,60",MIL is OFF0 codes,,
593,29.941322,32.615276,38,control1,100,90,"51,00","31,40",4,764,59,"3,94",35,9,"4,70",01:32:20,"20,40",MIL is OFF0 codes,,
